perturbation,cluster,delta_pct,p_enrich,p_deplete,q_enrich,q_deplete,n_cells,prop_pert,prop_ntc,direction
OG0231_CXCL7,0,15.454997101929285,0.047295270472952705,0.983001699830017,1.0,0.9985001499850015,26,0.34615384615384615,0.1916038751345533,none
GS0266_IL17D,0,15.125326772258957,0.025397460253974602,0.9892010798920108,1.0,0.9985001499850015,35,0.34285714285714286,0.1916038751345533,none
OG0139_NPY,0,15.125326772258957,0.026497350264973504,0.9903009699030098,1.0,0.9985001499850015,35,0.34285714285714286,0.1916038751345533,none
OG0133_SCG2,0,14.172945819878002,0.032096790320967905,0.9884011598840116,1.0,0.9985001499850015,36,0.3333333333333333,0.1916038751345533,none
GS0209_GDF9,0,13.626497732446307,0.007699230076992301,0.9967003299670033,1.0,0.9985001499850015,61,0.32786885245901637,0.1916038751345533,none
GS0138_CXCL7,0,13.339612486544672,0.031296870312968704,0.9877012298770123,1.0,0.9985001499850015,40,0.325,0.1916038751345533,none
OG0154_COLI,0,13.19255366301526,0.04939506049395061,0.9787021297870213,1.0,0.9985001499850015,34,0.3235294117647059,0.1916038751345533,none
GS0047_BTC,0,12.982469629401816,0.0031996800319968005,0.9985001499850015,1.0,0.9985001499850015,84,0.32142857142857145,0.1916038751345533,none
GS0217_GON2,0,12.008443655375839,0.009599040095990401,0.9949005099490051,1.0,0.9985001499850015,77,0.3116883116883117,0.1916038751345533,none
GS0022_ANGL3,0,11.608843255775442,0.1085891410858914,0.9504049595040496,1.0,0.9893548078347246,26,0.3076923076923077,0.1916038751345533,none
GS0054_CCL13,0,11.484773776867252,0.017998200179982,0.9909009099090091,1.0,0.9985001499850015,62,0.3064516129032258,0.1916038751345533,none
GS0221_GREM1,0,10.83961248654467,0.065993400659934,0.968003199680032,1.0,0.9943652072787444,40,0.3,0.1916038751345533,none
GS0300_IL7,0,10.569342216274402,0.0801919808019198,0.9623037696230377,1.0,0.9929341283378292,37,0.2972972972972973,0.1916038751345533,none
OG0017_NEU1,0,10.469242116174298,0.12858714128587143,0.9425057494250575,1.0,0.9867274025285643,27,0.2962962962962963,0.1916038751345533,none
