perturbation,cluster,delta_pct,p_enrich,p_deplete,q_enrich,q_deplete,n_cells,direction
GS0185_FGF4,14,16.017222820236814,9.999000099990002e-05,1.0,0.03889611038896111,1.0,75,enriched
OG0157_ADM2,18,18.34680952261747,9.999000099990002e-05,1.0,0.03889611038896111,1.0,43,enriched
GS0174_FGF16,7,20.156081808396127,9.999000099990002e-05,1.0,0.03889611038896111,1.0,44,enriched
