day,n_input_total,n_union_input,n_union_detected,n_cells,n_clusters,n_clusters_with_sig_hits,total_sig_ligands,notable_ligands
Day6,580,493,370,19288,24,5,10,GS0185_FGF4;GS0174_FGF16;GS0187_FGF6;GS0184_FGF3;GS0187_FGF6;GS0185_FGF4;OG0006_PDYN;OG0182_D104A;GS0432_THRB;GS0195_FNDC5
