perturbation,cluster,delta_pct,p_enrich,p_deplete,q_enrich,q_deplete,n_cells,prop_pert,prop_ntc,direction
OG0151_PACA,0,10.142327472790335,0.0028997100289971,0.9998000199980002,0.563993600639936,0.9998000199980002,27,0.1111111111111111,0.00968783638320775,none
GS0216_GMFG,0,9.031216361679226,0.0028997100289971,0.9998000199980002,0.563993600639936,0.9998000199980002,30,0.1,0.00968783638320775,none
OG0024_KNG1,0,6.438623769086632,0.028497150284971504,0.9979002099790021,1.0,0.9998000199980002,27,0.07407407407407407,0.00968783638320775,none
GS0023_ANGL3,0,6.438623769086632,0.029497050294970503,0.9973002699730027,1.0,0.9998000199980002,27,0.07407407407407407,0.00968783638320775,none
OG0155_NEU2,0,5.927768085817156,0.030896910308969103,0.9973002699730027,1.0,0.9998000199980002,29,0.06896551724137931,0.00968783638320775,none
OG0170_SLIB,0,5.482829264905032,0.037396260373962605,0.9967003299670033,1.0,0.9998000199980002,31,0.06451612903225806,0.00968783638320775,none
GS0034_BDNF,0,5.41419508508348,0.0110988901109889,0.9986001399860014,0.9010932240109322,0.9998000199980002,47,0.06382978723404255,0.00968783638320775,none
OG0011_ANGT,0,4.913569302855696,0.042495750424957505,0.9955004499550045,1.0,0.9998000199980002,34,0.058823529411764705,0.00968783638320775,none
OG0213_DB109,0,4.800447130909995,0.013498650134986502,0.9983001699830018,0.9010932240109322,0.9998000199980002,52,0.057692307692307696,0.00968783638320775,none
OG0254_PF4V,0,4.745502075964939,0.05069493050694931,0.9942005799420058,1.0,0.9998000199980002,35,0.05714285714285714,0.00968783638320775,none
OG0086_COPA,0,4.58677191723478,0.046795320467953205,0.9955004499550045,1.0,0.9998000199980002,36,0.05555555555555555,0.00968783638320775,none
GS0068_CCL27,0,4.2943742564160665,0.0494950504949505,0.9947005299470053,1.0,0.9998000199980002,38,0.05263157894736842,0.00968783638320775,none
GS0281_IL26,0,4.031216361679226,0.0575942405759424,0.9926007399260074,1.0,0.9998000199980002,40,0.05,0.00968783638320775,none
GS0272_IL1FA,0,3.793121123583987,0.062493750624937505,0.9913008699130087,1.0,0.9998000199980002,42,0.047619047619047616,0.00968783638320775,none
OG0241_CXCL6,0,3.576670907133771,0.0658934106589341,0.9888011198880112,1.0,0.9998000199980002,44,0.045454545454545456,0.00968783638320775,none
OG0174_CO3,0,3.576670907133771,0.068993100689931,0.9897010298970103,1.0,0.9998000199980002,44,0.045454545454545456,0.00968783638320775,none
GS0130_CTF1,0,3.379042448635747,0.0725927407259274,0.9887011298870113,1.0,0.9998000199980002,46,0.043478260869565216,0.00968783638320775,none
GS0114_CO5,0,3.33229163049643,0.013898610138986101,0.9986001399860014,0.9010932240109322,0.9998000199980002,93,0.043010752688172046,0.00968783638320775,none
GS0320_LACRT,0,3.33229163049643,0.0112988701129887,0.998000199980002,0.9010932240109322,0.9998000199980002,93,0.043010752688172046,0.00968783638320775,none
GS0487_XCL1,0,3.316930647393511,0.031096890310968902,0.9953004699530047,1.0,0.9998000199980002,70,0.04285714285714286,0.00968783638320775,none
GS0234_I36RA,0,3.286535510615395,0.07239276072392761,0.9899010098990101,1.0,0.9998000199980002,47,0.0425531914893617,0.00968783638320775,none
OG0225_CCL4,0,3.0312163616792254,0.0806919308069193,0.9881011898810119,1.0,0.9998000199980002,50,0.04,0.00968783638320775,none
GS0387_SCTM1,0,2.9785847827318563,0.039996000399960006,0.9933006699330067,1.0,0.9998000199980002,76,0.039473684210526314,0.00968783638320775,none
GS0205_GDF5,0,2.9527849891302056,0.08739126087391261,0.9851014898510149,1.0,0.9998000199980002,51,0.0392156862745098,0.00968783638320775,none
OG0125_NMB,0,2.9527849891302056,0.08909109089091091,0.9851014898510149,1.0,0.9998000199980002,51,0.0392156862745098,0.00968783638320775,none
GS0383_RETNB,0,2.9527849891302056,0.0861913808619138,0.9853014698530147,1.0,0.9998000199980002,51,0.0392156862745098,0.00968783638320775,none
GS0292_IL36A,0,2.8773702078330716,0.22827717228277172,0.9731026897310269,1.0,0.9998000199980002,26,0.038461538461538464,0.00968783638320775,none
GS0253_IFNL3,0,2.8773702078330716,0.22767723227677233,0.974002599740026,1.0,0.9998000199980002,26,0.038461538461538464,0.00968783638320775,none
OG0242_GLUC,0,2.8773702078330716,0.22597740225977403,0.9735026497350265,1.0,0.9998000199980002,26,0.038461538461538464,0.00968783638320775,none
GS0022_ANGL3,0,2.8773702078330716,0.2303769623037696,0.9743025697430256,1.0,0.9998000199980002,26,0.038461538461538464,0.00968783638320775,none
GS0444_TNFA,0,2.8773702078330716,0.22317768223177684,0.9738026197380262,1.0,0.9998000199980002,26,0.038461538461538464,0.00968783638320775,none
GS0166_FBN1,0,2.8773702078330716,0.22717728227177283,0.9767023297670233,1.0,0.9998000199980002,26,0.038461538461538464,0.00968783638320775,none
GS0014_ALKL1,0,2.8048012673396023,0.0917908209179082,0.986001399860014,1.0,0.9998000199980002,53,0.03773584905660377,0.00968783638320775,none
OG0194_GRN,0,2.8048012673396023,0.0973902609739026,0.9842015798420158,1.0,0.9998000199980002,53,0.03773584905660377,0.00968783638320775,none
GS0062_CCL21,0,2.8048012673396023,0.08959104089591041,0.9859014098590141,1.0,0.9998000199980002,53,0.03773584905660377,0.00968783638320775,none
OG0082_INSL5,0,2.7349200653829286,0.22907709229077092,0.9717028297170283,1.0,0.9998000199980002,27,0.037037037037037035,0.00968783638320775,none
GS0057_CCL14,0,2.6897529470450787,0.047595240475952406,0.9917008299170083,1.0,0.9998000199980002,82,0.036585365853658534,0.00968783638320775,none
GS0433_THRB,0,2.6026449331077965,0.23527647235276472,0.9704029597040296,1.0,0.9998000199980002,28,0.03571428571428571,0.00968783638320775,none
GS0010_ADIPO,0,2.6026449331077965,0.2415758424157584,0.9706029397060294,1.0,0.9998000199980002,28,0.03571428571428571,0.00968783638320775,none
