day,n_input_total,n_union_input,n_union_detected,n_cells,n_clusters,n_clusters_with_sig_hits,total_sig_ligands,notable_ligands
Day6,613,557,458,19288,21,2,8,GS0174_FGF16;GS0185_FGF4;GS0187_FGF6;GS0184_FGF3;GS0174_FGF16;GS0187_FGF6;GS0185_FGF4;GS0176_FGF18
