perturbation,cluster,delta_pct,p_enrich,p_deplete,q_enrich,q_deplete,n_cells,prop_pert,prop_ntc,direction
OG0029_MORN,21,0.9653112955310947,0.5083491650834917,0.8464153584641536,1.0,0.9602680400483629,31,0.03225806451612903,0.022604951560818085,none
OG0007_ANGT,21,0.9653112955310947,0.5102489751024898,0.8478152184781522,1.0,0.9602680400483629,31,0.03225806451612903,0.022604951560818085,none
GS0418_TAFA1,21,0.8645048439181915,0.42975702429757023,0.82001799820018,1.0,0.9602680400483629,64,0.03125,0.022604951560818085,none
GS0053_CCL11,21,0.8645048439181915,0.4226577342265773,0.8186181381861813,1.0,0.9602680400483629,64,0.03125,0.022604951560818085,none
OG0168_ENHO,21,0.8645048439181915,0.5269473052694731,0.8322167783221678,1.0,0.9602680400483629,32,0.03125,0.022604951560818085,none
GS0167_FBN2,21,0.8645048439181915,0.5189481051894811,0.8284171582841716,1.0,0.9602680400483629,32,0.03125,0.022604951560818085,none
OG0162_PENK,21,0.8645048439181915,0.5235476452354765,0.8361163883611639,1.0,0.9602680400483629,32,0.03125,0.022604951560818085,none
GS0078_CD70,21,0.8645048439181915,0.5229477052294771,0.83991600839916,1.0,0.9602680400483629,32,0.03125,0.022604951560818085,none
GS0032_ARTN,21,0.8164279208412686,0.43565643435656437,0.8127187281271873,1.0,0.9602680400483629,65,0.03076923076923077,0.022604951560818085,none
OG0171_D103A,21,0.769807874221222,0.5324467553244675,0.8328167183281672,1.0,0.9602680400483629,33,0.030303030303030304,0.022604951560818085,none
GS0298_IL5,21,0.769807874221222,0.53004699530047,0.8314168583141686,1.0,0.9602680400483629,33,0.030303030303030304,0.022604951560818085,none
OG0006_PDYN,21,0.769807874221222,0.5222477752224778,0.8297170282971703,1.0,0.9602680400483629,33,0.030303030303030304,0.022604951560818085,none
GS0243_IFNA5,21,0.769807874221222,0.5305469453054694,0.8241175882411759,1.0,0.9602680400483629,33,0.030303030303030304,0.022604951560818085,none
GS0031_AREG,21,0.7245794707838631,0.45015498450154984,0.8022197780221978,1.0,0.9602680400483629,67,0.029850746268656716,0.022604951560818085,none
