perturbation,cluster,delta_pct,p_enrich,p_deplete,q_enrich,q_deplete,n_cells,direction
OG0234_CCL18,0,16.98600645855759,9.999000099990002e-05,1.0,0.03889611038896111,1.0,35,enriched
OG0157_ADM2,16,18.669737402057727,9.999000099990002e-05,1.0,0.03889611038896111,1.0,43,enriched
GS0185_FGF4,17,16.34015069967707,9.999000099990002e-05,1.0,0.03889611038896111,1.0,75,enriched
GS0174_FGF16,7,19.940796555435952,9.999000099990002e-05,1.0,0.03889611038896111,1.0,44,enriched
