sgRNA,Gene,log2FC_Day4_mTeSR_r1_vs_plasmid,log2FC_Day4_mTeSR_r2_vs_plasmid,log2FC_Day7_E6_r1_vs_plasmid,log2FC_Day7_E6_r2_vs_plasmid,log2FC_Day7_mTeSR_r1_vs_plasmid,log2FC_Day7_mTeSR_r2_vs_plasmid,log2FC_Day9_E6_r1_vs_plasmid,log2FC_Day9_E6_r2_vs_plasmid,log2FC_Day9_mTeSR_r1_vs_plasmid,log2FC_Day9_mTeSR_r2_vs_plasmid,log2FC_Day14_E6_r1_vs_plasmid,log2FC_Day14_E6_r2_vs_plasmid,log2FC_Day14_mTeSR_r1_vs_plasmid,log2FC_Day14_mTeSR_r2_vs_plasmid
GS0091_CKLF5_HUMAN,CKLF5,-1.9413967977443696,-2.1141607242694898,-1.9045063195616032,-2.2553585473347004,-1.9763482777642292,-2.2300489742035934,-2.0162594953810444,-2.4431699750708313,-1.6847860493034013,-2.5970515244065027,-1.7140963497081003,-2.6467222176052125,-1.8544740770986063,-2.182206282503877
GS0092_CKLF7_HUMAN,CKLF7,-1.0988423129711524,-0.6676294252097943,-0.8010778397994365,-0.5832362726327407,-0.6470166557475512,-0.7433164178291349,-0.7648515659422994,-0.8345867714399091,-0.6251093263273457,-0.7665230733533086,-0.7975128137087797,-0.6227347188406576,-0.5977878605741829,-0.6356228280381195
GS0093_CKLF8_HUMAN,CKLF8,0.1270407052557089,0.493496236877645,0.3447066161087573,-0.0137318875427059,-0.3630112042707605,0.3211992690480141,0.4391194501324342,-0.2161627280324136,-0.293720591656136,0.3544632054552554,0.3536112335088059,-0.5418603708580818,-0.3039624016706241,0.4677210211402229
GS0094_CLC11_HUMAN,CLC11,1.566987612338275,1.2686639809504283,1.4873636187772377,1.4115237506784268,1.5656680618755274,1.9084458853861503,0.7477332435529984,1.4342632760581715,1.366164131405787,1.7893760966473415,1.3183278054536078,1.275167834257303,0.9913865939121056,1.775228287340962
GS0095_CLC2B_HUMAN,CLC2B,-1.7273579065880824,-1.568957764792691,-1.506921375329643,-1.2305790249204396,-1.9279524190750124,-1.4518910809578678,-1.38888234481988,-1.7544247801591304,-1.5314321009981118,-1.4610921916619883,-1.6329356452445598,-1.6590217023526428,-1.7144089745975055,-1.7773801792505708
GS0096_CLC2B_HUMAN,CLC2B,0.8852212476611765,0.7586678668116136,0.6289082051549375,0.9069556691039846,1.0299656475631205,0.9027198610924412,0.2812667297290687,0.8171710067863138,0.4010367403444217,0.6289899270187984,0.6007059234815362,0.8168971590240481,0.6883233881487332,0.5814860075727424
GS0097_CLCF1_HUMAN,CLCF1,0.7105548148588845,0.6489014744794854,0.4207530580641379,0.8192399459455455,0.1808215481153965,1.020296072111556,0.4675557624774491,0.7352094889789722,0.6795846662222154,0.6399276161941181,0.1746109244072631,0.3178815336448028,0.3165807829683125,0.4056882897460987
GS0098_CLUC_CONTROL,CLUC,-2.594561535859997,-1.6271109063650826,-1.756833078104968,-1.7082241896243309,-1.889030741747515,-2.5367988678133573,-1.6998276075686911,-2.280671511331005,-1.8645050432650263,-2.9287957415675594,-3.0966189734754463,-2.519411072962031,-2.649464723767071,-2.4243061170652087
GS0099_CLUS_HUMAN,CLUS,0.4911828006748298,0.6077765233999362,0.2157467738323717,0.5391251704749287,0.5593844184040453,0.413940616236518,0.3257484433428335,0.4504766961016546,0.1206340264741623,0.5259088058502162,-0.1860656230557928,0.2786096310711112,-0.0139477049634919,0.6782032799788666
GS0100_CLUS_HUMAN,CLUS,-1.5967788637240383,-1.310423497844571,-1.5991523172900024,-1.1361835356060332,-1.6084442967965948,-1.7002060426783654,-1.4646953392313975,-1.435195427575307,-1.2821357283711876,-1.438387194730204,-1.356666937094804,-1.4601616516944986,-1.8047788833960396,-1.6814492790320532
GS0102_CNTF_HUMAN,CNTF,-0.3890644324656076,-0.4636597333693704,-0.4496996998864588,-0.3095514992165373,-0.4822683060283381,-0.3479071473476267,-0.0995955467150206,-0.4082415380585349,-0.5928009724312897,-0.3414182338318312,-0.7280540786603975,-0.2035306051414362,-0.8276249391196835,-0.4571874897999226
GS0103_CO3_HUMAN,CO3,-0.4467128818950456,-0.6614456428179913,-0.4302838305093317,-0.5414603074236677,-0.9655957610121444,-0.5731739678960786,-0.5081989755213456,-0.578123201148312,-0.6711507888638426,-0.2488899792799017,-0.6802747605770296,-0.7836781569611784,-0.5473755484155749,-0.3291633876753241
GS0104_CO3_HUMAN,CO3,-0.2472932957580234,-0.2263121999842248,-0.1889370866095987,-0.240698198477645,0.1058529629439508,-0.141288193886595,0.0701074781811375,0.0900684348631628,0.0967339078507869,0.0065077691878148,-0.1167134594063714,-0.1531377196116867,0.1570967939411165,0.1512967385257546
GS0105_CO3_HUMAN,CO3,1.1873023936209055,1.1861717469121924,1.189486653548009,0.9888544202317568,1.2823534960709804,1.0578305494791884,1.2230206412497235,0.9332478434122696,0.9752595319100604,1.095389254969113,0.9348738266966574,0.8672591167826464,1.1424007933760372,1.058834630079751
GS0106_CO3_HUMAN,CO3,-1.4261672214745165,-1.7376048177401362,-1.2085105083632683,-1.1849383631714847,-1.0422440703093478,-1.5353836117678652,-1.298359617459436,-1.637024926968313,-1.1912448466975647,-1.0226183397797062,-1.0822413016999306,-1.497128398487158,-1.3929182437781265,-1.0522472211998934
GS0107_CO3_HUMAN,CO3,-1.5471471085037791,-0.3019651875463616,-0.5357116200556558,-1.3216178740099744,0.2356670475485671,-1.175377432497105,-0.8861701060514529,-1.634029619227232,-0.33847702815949,-1.4740480668548113,-1.4104418552528184,-1.4467631608821945,-0.908634031606864,-1.4692143147424384
GS0108_CO3_HUMAN,CO3,-0.0527694196038837,-1.0437799705988082,-1.0659488707261475,-1.380581440221485,-1.090477717478577,-1.1509464644103042,-2.149343893809621,-0.8347483559541757,-0.6582688772622243,-0.4952658119758633,-2.45274099468835,-1.4283717553432531,-1.4650572346221038,-0.6071366780404093
GS0109_CO3_HUMAN,CO3,0.4413400253234929,0.1398615813870751,0.1712743562755836,0.7365427529666295,0.5669944190914222,0.8998876517496477,0.5119624623021011,0.8612528271175535,0.3482491759310893,1.3354612820899217,0.7353698477781219,0.4298566060785234,0.0784397931234242,0.9391603439808948
GS0110_CO3_HUMAN,CO3,-0.4929737813368211,-1.0758001771908017,-1.0241807213289995,-6.183492585278202,-1.2553503739768228,-3.1111990140924224,-3.302742055665279,-1.575897508825422,-2.176191718827509,-2.118666580295378,-1.7433229783163808,-0.9914880679378744,-3.0026206289853956,-3.328342525553946
GS0113_CO3_HUMAN,CO3,-0.2716232280530208,-5.9244227023526115,0.2416556640217688,-3.716041009990158,-2.218913855757094,-2.65445044888911,-2.3872650178966213,-1.2328499690268755,-1.3623780473467386,-2.7758675735363605,-0.5575415093682361,-3.9073602239917222,-0.825010907990297,-1.1704733458110548
GS0114_CO5_HUMAN,CO5,0.7011071708015102,0.6239975105826048,0.7704662705118466,0.5419423458859125,0.8562856216349957,0.7079270232406518,0.6749788571622801,0.7582581127347705,0.6060018052048353,0.901687477547064,0.5246196644402712,0.5523858638817494,0.9428927303688824,0.7697716258801837
GS0115_CO5_HUMAN,CO5,-0.3361553945402997,-0.0848681304236151,-1.0851784212532447,-0.4764800862588041,-0.8436163357348914,-1.6845903040690713,-0.8218242529195328,-0.0038415651308838,-2.5353436212435456,-2.6839659472906345,-0.6400982055802551,-0.2750886979541533,-3.7022143815566024,-3.07798180229777
GS0116_CO5_HUMAN,CO5,-3.694514474984729,-3.694514474984729,-0.7534031446504552,-2.5523045865098313,1.5713608562956902,2.2485615092084577,-1.6300917012076068,2.009876106525813,-0.600179208794128,0.8587881441285421,-0.7121614598558286,0.9711457465593072,0.317028752677333,1.1139604848972335
GS0118_COL10_HUMAN,COL10,0.0958944975247249,0.0502753121684005,-0.151941192316686,0.2436874255103518,0.4538822457070193,-0.4701818663540464,-0.7627577819230051,0.0890896978131916,-0.4027251463546673,-0.5727613515701879,-0.52989043177522,0.2841827853701595,-0.515557370204272,-0.6483954067494526
GS0119_COLI_HUMAN,COLI,-0.4621184475907327,-0.2494114377994059,-0.4024899272988982,-0.2661776415980323,-0.5467589286553736,-0.2158305491990546,-0.5056019310964928,-0.3140854497017411,-0.4654837455237821,-0.2065236048994503,-0.5003169041273949,-0.2061604635042435,-0.4311265223783849,-0.4777613776410145
GS0120_COLI_HUMAN,COLI,-0.2539174180874841,-0.0152721337274925,-0.1159203939728108,-0.0509361272138981,0.1324315595240683,-0.0794371011898551,-0.0917618116504392,0.0873958729871944,0.0125214640983397,-0.0079375374458781,-0.2788104848909718,-0.1342877754639371,0.128617309097617,0.1594013726887606
GS0121_CSF1_HUMAN,CSF1,-0.6696822723842999,0.1112908185362719,-0.3313182572448152,-0.0973270774760148,-0.2996662668479608,-0.9810386444324593,-0.5605329236584708,-0.0313369468925834,-0.6756271810003831,-0.1244154737003793,-0.5601141183714073,-0.4109233425561314,-0.4213039998739862,-0.2568233829596238
GS0122_CSF1_HUMAN,CSF1,-0.2966431799307498,1.29285683496665,0.5627024698728071,0.8818817021830876,0.237210125862207,1.2652122785489706,0.1328320483978871,0.457439086133327,1.4577535657086251,1.0848331011856525,1.2178589372861106,0.7700940789007413,1.2653502567733206,0.3350205525271725
GS0123_CSF1_HUMAN,CSF1,-1.0656551840656323,-0.4401743799729205,-1.406932524476164,-1.2343202145682763,-0.0841605105289327,-0.3018480035103676,-0.6798436552518643,-1.3904687782261789,-1.642353936084029,-0.1861815062646954,-1.302605558389299,-2.1515320922838708,-0.6377951286477268,-0.4746134881944472
GS0124_CSF2_HUMAN,CSF2,0.1467005815829019,-0.111533181183324,-0.0401496350282535,-0.1524343281616342,-0.0875726865739832,-0.2563486781599984,-0.1446363095173612,0.0554741961597873,0.1812666299184613,-0.2190459331619454,0.1161161866513449,0.0232965422275022,0.2753873525373969,0.1979178602414855
GS0125_CSF3_HUMAN,CSF3,0.8590940548206252,0.57782654370207,0.4061764881781968,-0.0223819445322046,0.3082780227298816,0.9588696726023542,0.1899762950913128,0.4075982000711988,0.461635695096529,0.6238581001023746,0.2912662804143568,-0.6468524333886645,0.4056701512118383,0.6816477715474605
GS0126_CSH1_HUMAN,CSH1,0.6558361784666733,0.3944842067135816,0.4772374182657071,0.0759050744823799,0.8529040643354708,-0.257761647589394,0.2382024558448989,0.2074362579426996,0.560165168101836,0.460322282601707,0.4205814561164516,0.0708889430869206,0.4201466462957448,0.2202157365002754
GS0127_CSHL_HUMAN,CSHL,-0.6146805737045025,-0.5088782507822813,-0.596999050309142,-0.5111468566362891,-0.2265388721666603,-0.0683320307593486,-0.6920585412467961,-0.8203260934238106,-0.2672861188429571,-0.1736635633206518,-0.8377610772678779,-0.4032374631538182,-0.3357324211149191,-0.3599995939401985
GS0128_CSPG5_HUMAN,CSPG5,-0.9963595657799376,-2.0693956093215427,-2.1765385809202504,-0.8492753111722644,-1.9945271540933376,-1.1219319978935864,-1.426645843863719,-1.435532890932934,-1.3780312695255883,-1.291108963563385,-1.9905273142544049,-1.470534494924831,-1.7762938766804195,-0.8003555714319415
GS0129_CSPG5_HUMAN,CSPG5,-0.1161796703811823,0.4078929701601685,0.5592646181909542,0.7487464539565893,0.5618572995270492,0.2609034088994288,0.1382635082628978,0.865465125968579,-0.4386098484978644,0.0750579349057325,-0.315472877464515,0.2773321642090947,-0.550514954358384,0.6063354370390348
GS0130_CTF1_HUMAN,CTF1,-1.4871981692297656,-0.9254359537586224,-0.8764404475794496,-0.7362945176850673,-0.7092152864632233,-1.0991004943137297,-0.8437563693721106,-0.90991909656592,-0.8267888708055899,-1.118594914484948,-0.9293351556871556,-1.0902733779603206,-0.7282224089491791,-0.6282624106814989
GS0131_CXCL5_HUMAN,CXCL5,-1.0680180987038383,-1.255071905937717,-1.2504856881319366,-1.008078494233935,-0.8502674991284227,-1.2239143735351607,-1.0379110592245393,-1.3679626577800563,-0.9983844701993688,-1.2865464424164514,-0.9149727374648028,-1.3122102631018038,-0.8128504783164541,-0.956220167679536
GS0132_CXCL6_HUMAN,CXCL6,0.6694630751571093,0.8438480825469519,0.9620127280534748,1.005849263564862,0.9819085031223818,0.8284938345576212,1.0622924616224214,1.0818869654235712,0.973438734105642,0.4282634897153059,0.6519758612273439,0.5411640389614742,0.6901863526735017,0.4940886233236501
GS0133_CXCL6_HUMAN,CXCL6,-2.0978215217251144,-2.1646018205230337,-2.0895881588802183,-1.915542523877848,-1.7518818487423076,-2.1679263857574824,-1.8243408066950284,-2.227430457636496,-1.9445582462368485,-1.9814499368745135,-2.0940109907426177,-2.064532727368249,-1.9767808847936743,-1.9699726308767824
GS0134_CXCL7_HUMAN,CXCL7,-0.8452237999806069,-0.8620990929155798,-0.8725246459927796,-0.4915715313534754,-0.6524516780151561,-0.5654561565112353,-0.6070477339437268,-0.8400954760317774,-0.6649205416188604,-0.6022172657158826,-0.867430256709147,-0.5712398537901695,-0.7570807209888386,-0.5925494273500949
GS0135_CXCL7_HUMAN,CXCL7,-0.3865287617700748,-0.2167308214738135,-0.5401851621705642,-0.4890820654518677,-0.6469473075662222,-0.5070821629113524,-0.3559887051944006,-0.4495829058398239,-0.5146767362913423,-0.525151041638166,-0.5627431023328722,-0.7217584228803595,-0.3480044887586437,-0.4653764029794391
GS0136_CXCL7_HUMAN,CXCL7,0.219654387515793,1.395293589686009,0.7226764768912544,2.708937911582363,3.803798937252659,2.4059281917565283,2.64668875597249,2.8482846634537573,1.4143693081728197,2.88746967383735,0.5586050992906184,3.8566237453918424,2.102420888785722,2.250327273690342
GS0137_CXCL7_HUMAN,CXCL7,-1.1144373705666482,-1.2673581627007469,-1.210585904125658,-0.8662029718218793,-0.9504135185329776,-1.281897382861839,-1.1403084327286577,-1.4923956716748918,-0.621418933181447,-1.3093058690973685,-1.026268107339645,-1.2625840697126112,-0.819225285497593,-1.014177938677662
GS0138_CXCL7_HUMAN,CXCL7,0.6879905391883998,0.5679734617323984,0.4844042679108629,0.7758642108376606,0.2790262063420545,0.8691379862900739,0.5795241143084429,0.7995968357246799,0.4221508428143643,0.8221302130263339,0.4272911284678873,0.834301914440978,0.4723566893935196,0.6903877060259589
GS0139_CXCL7_HUMAN,CXCL7,0.0913030210196108,-0.047847276044612,-0.1952065734559731,0.1286857288640277,0.3716696867669853,-0.3533573525042737,-0.0456705400967969,-0.1081756427722258,-0.1269281839629261,-0.2295496495848947,-0.0222973196936973,-0.2066618222707088,-0.2755339627184909,-0.2680646046267867
GS0140_CXCL9_HUMAN,CXCL9,-0.1218832122595774,0.2184159396379996,0.3152545157844866,0.3699083623589985,0.4373625310452489,0.3288317865555736,0.1666834968745849,0.0490185535080307,0.2498104560301097,0.2699885253895253,0.2164826296026216,0.1141913759026262,0.0791809322440659,0.1792668801620554
GS0141_CXL10_HUMAN,CXL10,0.6134646340176975,0.7912043113119491,0.777366859045518,0.6849763321882385,0.7170903884426814,1.0458037025871576,0.7653115558125876,1.1311900437085587,0.7771914335130017,0.9508167691452982,0.6929600646557859,0.8367523277976474,0.8501077275672433,0.9178469088996676
GS0142_CXL13_HUMAN,CXL13,-0.5498401227681935,-0.7907373994887212,-0.3715538113484466,-0.8762763324107024,-1.0175466858997098,-1.044493188885708,-0.7836585483087593,-1.0735390991664442,-0.6368520000548159,-0.6881206531434021,-0.5871446924706909,-0.8563117280732389,-0.5604451217569899,-0.7615128882705946
GS0143_CXL14_HUMAN,CXL14,-1.0704664906416586,-0.9031600928088253,-1.1545246944633103,-1.0022423165090402,-0.6191309188932248,-0.5011985997429846,-0.8103951618575991,-0.7972353922752493,-0.8708967306492887,-0.8156505502007025,-1.1663445522037108,-0.8779243924334317,-0.7770671315729345,-0.9834431981736708
GS0144_CXL16_HUMAN,CXL16,-0.6641077092360081,-0.8912716325387731,-0.5342164774226585,-0.3788375333424429,-0.958198778715806,-1.2527589941414323,-0.7002955571132077,-0.8751774796002536,-0.8871477469525519,-1.0429509537659565,-0.8214625272868208,-1.1835155015769487,-0.5921478539150957,-1.226006274107171
GS0145_CXL16_HUMAN,CXL16,0.5227028028386513,0.0356684195648053,0.3280205769319373,0.4211705363769251,0.0607517839383682,0.1917238437311077,-0.1871182460147569,0.1978965193092321,0.0907975541580192,0.2970408011698655,0.1423034691851832,0.1769510255160256,-0.0913970054574253,0.2142999873526339
GS0146_DAND5_HUMAN,DAND5,-0.4962498882505635,-0.5759073091079117,-0.3529335172805652,-0.5714733655178073,-0.2660502080871705,-0.959283171755061,-0.4054221073122424,-0.7401073691313886,-0.2521422524002243,-0.8454282996240536,-1.1374466081558054,-1.2869770355567525,-0.2885693366605846,-0.8107610278313278
GS0147_DKK1_HUMAN,DKK1,-1.0413787116829916,-0.4310287373866561,-0.4333212597853801,-0.1291735988072186,-0.5015018374099043,-0.0489082384221504,-0.4119237825796098,-1.2712298133976976,-0.858226856884869,-0.685634322995373,-0.3587209459966711,-1.814040037096551,-0.7805849608803967,-1.2879931530881414
GS0148_DLL1_HUMAN,DLL1,0.1222619801980062,1.2508355984692177,-1.0626036455528505,1.3782898892433568,0.4092299581863932,1.808512338700382,0.7533504247986693,0.951138300839359,-0.574437886173075,1.5700005135927029,-1.8416468030963804,0.646200699204214,-0.4585456609541971,0.9825169427127064
GS0149_DLL4_HUMAN,DLL4,-0.9410325332105112,-0.3668946805225364,-2.123285407223074,-0.1504062975730464,-1.1127724536983008,-1.1058347159462525,-0.8355378243941693,0.0325138707289331,-2.649176821504425,-0.048835440712831,-2.608741093177618,-1.0041840878617458,-3.4526604870708635,-0.7845854130531444
GS0151_DPP4_HUMAN,DPP4,-0.5213408178850738,-0.9814345817873892,-1.7252946037230892,-1.5799480311032017,-4.045958238306154,-3.0812604612705465,-2.0377211379453537,-1.830745221739372,-3.059726901978687,-1.765819600962673,-2.280039469647829,-1.1476643795579866,-1.9128794746905493,-1.1704733458110548
GS0152_EDA_HUMAN,EDA,-0.1765311740578372,-0.2818834272494008,-0.1049734340974826,-0.2847468605758969,-0.2773313642132624,-0.3085652017996843,-0.0719791673891485,-0.2089467771090678,-0.6855838978059587,-0.235578832878879,-0.4775824952980532,-0.5554023671815003,-0.5978964672264961,-0.6630784646807459
GS0153_EDA_HUMAN,EDA,-2.192376186568752,-1.6308883758071433,-2.5789983610344915,-1.6441757657225962,-3.5568756785248734,-1.435622942473512,-1.7097758277913917,-2.1437505033116864,-2.019123961177887,-0.896492431968106,-1.3227792560659566,-1.5299489321459987,-1.530625196679142,-1.273432435549403
GS0154_EFNA5_HUMAN,EFNA5,-2.2607090570873627,-3.006112473918503,-2.5192420613856257,-2.9096807799468483,-3.068036829234032,-2.655452439692227,-2.668394651312605,-2.811542743512742,-2.1178839763753228,-2.5991953493461875,-2.6957272063383275,-2.5328990248877847,-2.369352845708523,-2.2948395275312503
GS0155_ENDOU_HUMAN,ENDOU,-2.350739195541773,-1.0885222593778998,-2.4688721027064062,-1.8071217797760513,-1.7356732886618058,-1.5721952788005795,-3.226640272881772,-1.90789521273218,-1.943946143870181,-1.098907519479777,-2.4444081346691187,-1.1626430696421697,-1.9901623367693508,-1.848247769402903
GS0156_EPGN_HUMAN,EPGN,-2.3978016262091657,-2.5306879907857027,-2.3815453327628333,-2.00935421616086,-2.4370829779228345,-1.8926098411241377,-2.0951991604597033,-2.249341085095626,-1.6619753080086976,-2.3314103091537177,-2.0589561141599795,-1.8724842673307247,-2.0082465837606556,-2.00048817164473
GS0157_EPGN_HUMAN,EPGN,-0.4124436457759319,-0.6390416726791877,-0.6421122064302658,-0.4838535476458929,-1.0939982791272025,-0.7566803019157451,-0.759995077739763,-0.560281763872192,-0.7071666286090181,-0.6742481096855926,-0.7811750135991193,-0.3108172690812054,-0.9354812264245228,-1.2219212193487063
